id,latitude,longitude,geoAltitude,aircraft
1090656,46.524659530584366,6.6953664276640845,0,141
1094669,46.52625266437825,6.713037021057168,0,141
1096131,46.528159768409395,6.720949180566063,0,141
1096698,46.5300560830901,6.726179124563443,0,141
1096900,46.530931440740694,6.727342628696345,0,141
1097097,46.529052289117175,6.724141985318584,0,141
1097643,46.53047830170761,6.730418222554384,0,141
1098227,46.53202199419588,6.735864302647895,0,141
1099199,46.532745089407534,6.739221615804133,0,141
1099469,46.53247198548533,6.740920386965128,0,141
1099790,46.53366076445364,6.744471686358004,0,141
1100359,46.531669048271745,6.742280984563651,0,141
1100882,46.531271427824244,6.741598558795886,0,141
1101845,46.533465311766655,6.749993745742135,0,141
1102286,46.53445450023342,6.753884366266214,0,141
1102860,46.53284351253611,6.751975956407934,0,141
1103073,46.53239737336983,6.752536416574631,0,141
1103968,46.535246754591306,6.761306081186868,0,141
1104479,46.53532117556768,6.761389530713574,0,141
1108070,46.53969259863629,6.780903827075207,0,141
1109044,46.54097243082812,6.7897908719849385,0,141
1111254,46.54302001375828,6.799910919106338,0,141
1111726,46.54274446991892,6.8001367070911565,0,141
1112033,46.54199938852139,6.800680819924489,0,141
1112296,46.543952511391375,6.802972840951633,0,141
1112825,46.544329017045094,6.807293910430585,0,141
1113091,46.54493087892727,6.8098268707972744,0,141
1113362,46.54392220581284,6.807667316832095,0,141
1113849,46.544439071397285,6.811691918926428,0,141
1114449,46.54537441673657,6.815777388713085,0,141
1114955,46.545082006877585,6.815628254285263,0,141
1115173,46.54592256693382,6.818025636553408,0,141
1115464,46.545950838240145,6.8206698855344365,0,141
1115889,46.54637082249092,6.821478712490901,0,141
1117413,46.54722503708462,6.8280509855207665,0,141
1117925,46.54819373405116,6.831423670816622,0,141
1118414,46.548669038670845,6.835168339123602,0,141
1119413,46.54988802345382,6.839035602772151,0,141
1119630,46.55009922969878,6.841664494837007,0,141
1120483,46.550983622794654,6.844502188926411,0,141
1120957,46.5522291159429,6.848789228493408,0,141
1121422,46.55239426499173,6.85049750522211,0,141
1135806,46.57648618563396,6.9169756972463885,0,141
1141640,46.58980764992427,6.94153828021122,0,141
1149643,46.60880154911871,6.973483832626079,0,141
1152726,46.61522012059132,6.9863761681513,0,141
1156087,46.622359803985645,6.998976211072703,0,141
1157040,46.62484245151383,7.002983932830205,0,141
1160069,46.63159500345216,7.015255464982569,0,141
1161140,46.633454386028106,7.019704552880918,0,141
1164191,46.64031352439101,7.031529710678211,0,141
1166766,46.64586274927579,7.041871036082392,0,141
1171775,46.657161384686674,7.061988102413206,0,141
1172238,46.657863975026345,7.063774907714121,0,141
