id,latitude,longitude,geoAltitude,aircraft
1214240,46.8748888513108,7.393494541127806,0,141
1215003,46.87386918807378,7.3933517435883,0,141
1216669,46.86970152919974,7.392507871900848,0,141
1216946,46.8689734795557,7.392660180490341,0,141
1217475,46.867664451432255,7.392426671637464,0,141
1218216,46.86688726241846,7.392984357144456,0,141
1218410,46.86637990014891,7.3926403185213525,0,141
1218969,46.83895778390848,7.364331591321708,0,141
1220894,46.860589735194786,7.391874793127963,0,141
1221874,46.858488880191885,7.391669976415348,0,141
1230565,46.81882972408682,7.3701762622456535,0,141
1232524,46.83248272067185,7.389163302952416,0,141
1235360,46.82564175082902,7.38910019284297,0,141
1235361,46.82564175082902,7.38910019284297,0,141
1236319,46.82283704375258,7.388778463769306,0,141
1238772,46.78368255235943,7.373748490762373,0,141
1242614,46.806650814162765,7.388244239332657,0,141
1246363,46.798372327514365,7.3899094396731995,0,141
1246364,46.798372327514365,7.3899094396731995,0,141
1247596,46.79403210666939,7.3889070388121345,0,141
1251159,46.78634308637623,7.391063457755622,0,141
1254658,46.78419628435167,7.422645020154868,0,141
1259726,46.79619562583643,7.426567839776949,0,141
1261781,46.758053075168625,7.395421080384872,0,141
1267346,46.76315288486671,7.416550869104495,0,141
1267611,46.788663081902286,7.419907140735074,0,141
1271009,46.79003741409584,7.428043264538665,0,141
1278509,46.79575972885405,7.449236805977983,0,141
1281521,46.79841967559088,7.45891632641492,0,141
1282269,46.798248092747706,7.460925487142659,0,141
1283185,46.7990807041473,7.4642153805121705,0,141
1283383,46.80104254711821,7.465741293945424,0,141
1284365,46.78603047871994,7.462175773184453,0,141
1284637,46.78552714008496,7.4625961589671235,0,141
1284879,46.78505084279414,7.465116341823256,0,141
1285303,46.80214373656908,7.472127884925581,0,141
1286390,46.7870305107227,7.468885543783453,0,141
1287343,46.804710345878846,7.479740770936548,0,141
1287918,46.78879631637522,7.47435686901506,0,141
1290080,46.79167590191038,7.4834933529452785,0,141
1292804,46.794399608140424,7.494644659110883,0,141
1293356,46.795604854767696,7.496769405254262,0,141
1293818,46.81763807686466,7.508791289020347,0,141
